"%","Origin Offset","X","Y",,,,,,,,
80,1,1,38.1,19.05,0,0.5,1,"C35",81,"A0402",
81,1,1,36.83,19.05,0,0.5,1,"C36",82,"A0402",
82,1,1,35.56,19.05,0,0.5,1,"C37",83,"A0402",
83,1,1,34.29,19.05,0,0.5,1,"C38",84,"A0402",
84,1,1,33.02,19.05,0,0.5,1,"C39",85,"A0402",
85,1,1,31.75,19.05,0,0.5,1,"C40",86,"A0402",
86,1,1,30.48,19.05,0,0.5,1,"C41",87,"A0402",
87,1,1,29.21,19.05,0,0.5,1,"C42",88,"A0402",
88,1,1,27.94,19.05,0,0.5,1,"C43",89,"A0402",
89,1,1,26.67,19.05,0,0.5,1,"C44",90,"A0402",
90,1,1,25.4,19.05,0,0.5,1,"C45",91,"A0402",
91,1,1,24.13,19.05,0,0.5,1,"C46",92,"A0402",
92,1,1,22.86,19.05,0,0.5,1,"C47",93,"A0402",
93,1,1,21.59,19.05,0,0.5,1,"C48",94,"A0402",
94,1,1,20.32,19.05,0,0.5,1,"C49",95,"A0402",
95,1,1,19.05,19.05,0,0.5,1,"C50",96,"A0402",
96,1,1,17.78,19.05,0,0.5,1,"C51",97,"A0402",
97,1,1,16.51,20.32,90,0.5,1,"C52",98,"A0402",
98,1,1,16.51,21.59,90,0.5,1,"C53",99,"A0402",
99,1,1,16.51,22.86,90,0.5,1,"C54",100,"A0402",
100,1,1,16.51,24.13,90,0.5,1,"C55",101,"A0402",
101,1,1,16.51,25.4,90,0.5,1,"C56",102,"A0402",
102,1,1,16.51,26.67,90,0.5,1,"C57",103,"A0402",
103,1,1,16.51,27.94,90,0.5,1,"C58",104,"A0402",
104,1,1,16.51,29.21,90,0.5,1,"C59",105,"A0402",
105,1,1,16.51,30.48,90,0.5,1,"C60",106,"A0402",
106,1,1,16.51,31.75,90,0.5,1,"C61",107,"A0402",
107,1,1,16.51,33.02,90,0.5,1,"C62",108,"A0402",
108,1,1,16.51,34.29,90,0.5,1,"C63",109,"A0402",
109,1,1,16.51,35.56,90,0.5,1,"C64",110,"A0402",
110,1,1,16.51,36.83,90,0.5,1,"C65",111,"A0402",
111,1,1,16.51,38.1,90,0.5,1,"C66",112,"A0402",
112,1,1,16.51,39.37,90,0.5,1,"C67",113,"A0402",
113,1,1,16.51,40.64,90,0.5,1,"C68",114,"A0402",
114,2,3,17.78,45.72,0,0.5,0,"L25",115,"A0805",
115,1,3,20.32,45.72,0,0.5,0,"L26",116,"A0805",
116,2,3,22.86,45.72,0,0.5,0,"L27",117,"A0805",
117,1,3,25.4,45.72,0,0.5,0,"L28",118,"A0805",
118,2,3,27.94,45.72,0,0.5,0,"L29",119,"A0805",
119,1,3,30.48,45.72,0,0.5,0,"L30",120,"A0805",
120,2,3,33.02,45.72,0,0.5,0,"L31",121,"A0805",
121,1,3,35.56,45.72,0,0.5,0,"L32",122,"A0805",
122,2,3,38.1,45.72,0,0.5,0,"L33",123,"A0805",
123,1,3,43.18,40.64,90,0.5,0,"L34",124,"A0805",
124,2,3,43.18,38.1,90,0.5,0,"L35",125,"A0805",
125,1,3,43.18,35.56,90,0.5,0,"L36",126,"A0805",
126,2,3,43.18,33.02,90,0.5,0,"L37",127,"A0805",
127,1,3,43.18,30.48,90,0.5,0,"L38",128,"A0805",
128,2,3,43.18,27.94,90,0.5,0,"L39",129,"A0805",
129,1,3,43.18,25.4,90,0.5,0,"L40",130,"A0805",
130,2,3,43.18,22.86,90,0.5,0,"L41",131,"A0805",
131,1,3,43.18,20.32,90,0.5,0,"L42",132,"A0805",
132,2,3,38.1,15.24,0,0.5,0,"L43",133,"A0805",
133,1,3,35.56,15.24,0,0.5,0,"L44",134,"A0805",
134,2,3,33.02,15.24,0,0.5,0,"L45",135,"A0805",
135,1,3,30.48,15.24,0,0.5,0,"L46",136,"A0805",
136,2,3,27.94,15.24,0,0.5,0,"L47",137,"A0805",
137,1,3,25.4,15.24,0,0.5,0,"L48",138,"A0805",
138,2,3,22.86,15.24,0,0.5,0,"L49",139,"A0805",
139,1,3,20.32,15.24,0,0.5,0,"L50",140,"A0805",
140,2,3,17.78,15.24,0,0.5,0,"L51",141,"A0805",
141,1,3,12.7,20.32,90,0.5,0,"L52",142,"A0805",
142,2,3,12.7,22.86,90,0.5,0,"L53",143,"A0805",
143,1,3,12.7,25.4,90,0.5,0,"L54",144,"A0805",
144,2,3,12.7,27.94,90,0.5,0,"L55",145,"A0805",
145,1,3,12.7,30.48,90,0.5,0,"L56",146,"A0805",
146,2,3,12.7,33.02,90,0.5,0,"L57",147,"A0805",
147,1,3,12.7,35.56,90,0.5,0,"L58",148,"A0805",
148,2,3,12.7,38.1,90,0.5,0,"L59",149,"A0805",
149,1,3,12.7,40.64,90,0.5,0,"L60",150,"A0805",
150,2,4,12.7,49.53,90,0.5,0,"L61",151,"A1210",
151,1,4,17.78,49.53,90,0.5,0,"L62",152,"A1210",
152,2,4,22.86,49.53,90,0.5,0,"L63",153,"A1210",
153,1,4,27.94,49.53,90,0.5,0,"L64",154,"A1210",
154,2,4,33.02,49.53,90,0.5,0,"L65",155,"A1210",
155,1,4,38.1,49.53,90,0.5,0,"L66",156,"A1210",
156,2,4,43.18,49.53,90,0.5,0,"L67",157,"A1210",
157,1,4,46.99,45.72,0,0.5,0,"L68",158,"A1210",
158,2,4,46.99,40.64,0,0.5,0,"L69",159,"A1210",
159,1,4,46.99,35.56,0,0.5,0,"L70",160,"A1210",
160,2,4,46.99,30.48,0,0.5,0,"L71",161,"A1210",
161,1,4,46.99,25.4,0,0.5,0,"L72",162,"A1210",
162,2,4,46.99,20.32,0,0.5,0,"L73",163,"A1210",
163,1,4,46.99,15.24,0,0.5,0,"L74",164,"A1210",
164,2,4,43.18,11.43,90,0.5,0,"L75",165,"A1210",
165,1,4,38.1,11.43,90,0.5,0,"L76",166,"A1210",
166,2,4,33.02,11.43,90,0.5,0,"L77",167,"A1210",
167,1,4,27.94,11.43,90,0.5,0,"L78",168,"A1210",
168,2,4,22.86,11.43,90,0.5,0,"L79",169,"A1210",
169,1,4,17.78,11.43,90,0.5,0,"L80",170,"A1210",
170,2,4,12.7,11.43,90,0.5,0,"L81",171,"A1210",
171,1,4,8.89,15.24,0,0.5,0,"L82",172,"A1210",
172,2,4,8.89,20.32,0,0.5,0,"L83",173,"A1210",
173,1,4,8.89,25.4,0,0.5,0,"L84",174,"A1210",
174,2,4,8.89,30.48,0,0.5,0,"L85",175,"A1210",
175,1,4,8.89,35.56,0,0.5,0,"L86",176,"A1210",
176,2,4,8.89,40.64,0,0.5,0,"L87",177,"A1210",
177,1,4,8.89,45.72,0,0.5,0,"L88",178,"A1210",
178,1,0,12.06,64.77,90,0.5,1,"U1",181,"QFN32",
179,1,0,21.59,64.77,45,0.5,1,"U2",182,"QFN32",
180,1,0,33.78,64.77,0,0.5,1,"U3",183,"SOP8",
